payment_id,invoice_id,customer_id,payment_date,payment_amount,payment_mode,days_to_pay,on_time_flag
1860,INV-02158,CUS-0119,2022-08-18,1726.38,ONLINE,30,True
1861,INV-02159,CUS-0041,2023-03-14,8810.37,ONLINE,29,True
1862,INV-02160,CUS-0024,2023-06-16,3440.29,RTGS,42,True
1863,INV-02161,CUS-0171,2023-05-13,765.37,ONLINE,40,True
1864,INV-02162,CUS-0031,2023-01-29,37264.41,CHEQUE,55,True
1865,INV-02163,CUS-0045,2023-04-25,1239.86,NEFT,60,True
1866,INV-02164,CUS-0206,2022-12-21,28161.19,NEFT,41,True
1867,INV-02165,CUS-0387,2023-06-06,19669.87,ONLINE,25,True
1868,INV-02166,CUS-0477,2023-10-05,4800.72,NEFT,44,True
1869,INV-02167,CUS-0040,2023-11-22,15294.93,ONLINE,41,True
1870,INV-02168,CUS-0042,2022-07-21,46375.59,ONLINE,56,True
1871,INV-02169,CUS-0179,2022-09-28,17244.19,NEFT,55,True
1872,INV-02171,CUS-0364,2023-10-22,766.35,CHEQUE,55,True
1873,INV-02172,CUS-0051,2023-07-15,2551.11,NEFT,45,True
1874,INV-02173,CUS-0019,2022-08-18,16650.63,ONLINE,29,True
1875,INV-02175,CUS-0467,2024-02-01,1920.72,NEFT,45,True
1876,INV-02176,CUS-0079,2022-06-07,1144.04,ONLINE,29,True
1877,INV-02177,CUS-0451,2022-08-09,7661.66,ONLINE,45,True
1878,INV-02178,CUS-0041,2023-06-06,1079.99,ONLINE,28,True
1879,INV-02179,CUS-0382,2024-05-18,5943.1,ONLINE,57,True
1880,INV-02180,CUS-0256,2023-12-09,1552.95,ONLINE,55,True
1881,INV-02181,CUS-0357,2023-10-29,1662.45,ONLINE,58,False
1882,INV-02182,CUS-0475,2023-01-20,11209.73,RTGS,41,True
1883,INV-02183,CUS-0168,2023-10-20,46095.43,ONLINE,58,True
1884,INV-02184,CUS-0396,2023-02-19,16531.94,RTGS,59,False
1885,INV-02185,CUS-0295,2023-08-18,24847.62,ONLINE,45,True
1886,INV-02186,CUS-0099,2024-05-02,47645.68,CHEQUE,66,False
1887,INV-02188,CUS-0180,2024-01-26,1738.45,CHEQUE,25,True
1888,INV-02189,CUS-0180,2023-03-15,2447.74,CHEQUE,27,True
1889,INV-02191,CUS-0059,2023-08-16,1571.29,CHEQUE,28,True
1890,INV-02193,CUS-0209,2024-01-30,1646.52,ONLINE,27,True
1891,INV-02194,CUS-0398,2023-05-11,1757.99,RTGS,29,True
1892,INV-02195,CUS-0277,2023-09-13,657.52,ONLINE,58,True
1893,INV-02196,CUS-0436,2023-11-14,2293.06,RTGS,36,False
1894,INV-02197,CUS-0281,2022-08-24,59742.96,ONLINE,55,True
1895,INV-02198,CUS-0483,2024-03-28,2524.93,ONLINE,27,True
1896,INV-02199,CUS-0096,2023-02-16,14877.73,CHEQUE,29,True
1897,INV-02200,CUS-0277,2023-09-03,6712.18,NEFT,57,True
1898,INV-02201,CUS-0141,2024-04-20,42379.44,CHEQUE,58,True
1899,INV-02202,CUS-0440,2022-08-18,153.19,NEFT,27,True
1900,INV-02204,CUS-0107,2023-02-11,4520.55,RTGS,42,True
1901,INV-02205,CUS-0496,2022-12-12,1379.34,NEFT,28,True
1902,INV-02206,CUS-0199,2022-07-14,7559.58,NEFT,41,True
1903,INV-02208,CUS-0080,2022-07-19,11626.78,NEFT,40,True
1904,INV-02209,CUS-0372,2022-11-06,2754.34,ONLINE,26,True
1905,INV-02210,CUS-0292,2023-11-13,2315.61,RTGS,44,True
1906,INV-02211,CUS-0443,2023-11-27,1798.17,RTGS,41,True
1907,INV-02212,CUS-0368,2024-03-20,9871.37,RTGS,42,True
1908,INV-02213,CUS-0312,2022-06-24,23858.93,NEFT,40,True
1909,INV-02214,CUS-0048,2024-03-20,4812.13,ONLINE,57,True
1910,INV-02215,CUS-0439,2024-01-22,3392.76,NEFT,44,True
1911,INV-02216,CUS-0456,2023-03-07,4817.12,ONLINE,55,True
1912,INV-02217,CUS-0434,2023-10-16,879.84,ONLINE,29,True
1913,INV-02218,CUS-0020,2023-03-10,2865.29,ONLINE,75,False
1914,INV-02219,CUS-0331,2023-06-25,9153.21,ONLINE,58,True
1915,INV-02220,CUS-0469,2023-11-03,2482.33,NEFT,62,False
1916,INV-02221,CUS-0031,2024-05-05,6642.57,RTGS,56,True
1917,INV-02222,CUS-0486,2022-07-10,6530.41,RTGS,40,True
1918,INV-02223,CUS-0203,2024-05-14,22.24,CHEQUE,67,False
1919,INV-02224,CUS-0019,2023-12-22,9900.06,ONLINE,29,True
1920,INV-02225,CUS-0474,2022-10-09,46642.63,NEFT,57,True
1921,INV-02226,CUS-0473,2022-07-15,2082.24,CHEQUE,30,True
1922,INV-02227,CUS-0401,2023-08-04,10886.44,ONLINE,42,True
1923,INV-02228,CUS-0236,2022-11-15,10765.99,CHEQUE,58,True
1924,INV-02229,CUS-0253,2024-02-23,4687.85,RTGS,43,True
1925,INV-02230,CUS-0196,2023-04-02,898.18,ONLINE,41,True
1926,INV-02231,CUS-0247,2023-08-26,117.23,NEFT,29,True
1927,INV-02232,CUS-0244,2022-10-03,6565.13,NEFT,63,False
1928,INV-02233,CUS-0137,2023-05-21,3037.19,CHEQUE,58,True
1929,INV-02234,CUS-0012,2023-02-13,26064.35,RTGS,42,True
1930,INV-02235,CUS-0241,2023-11-16,450.76,NEFT,59,True
1931,INV-02236,CUS-0085,2022-10-07,6089.92,ONLINE,56,True
1932,INV-02238,CUS-0190,2023-11-12,1176.31,NEFT,44,True
1933,INV-02239,CUS-0447,2024-01-07,1167.01,CHEQUE,44,True
1934,INV-02240,CUS-0098,2023-03-09,1303.32,NEFT,29,True
1935,INV-02241,CUS-0416,2022-06-27,224.88,NEFT,29,True
1936,INV-02242,CUS-0013,2022-12-19,23777.33,RTGS,29,True
1937,INV-02243,CUS-0149,2023-10-13,20481.51,ONLINE,44,True
1938,INV-02244,CUS-0079,2023-06-19,4977.55,RTGS,29,True
1939,INV-02245,CUS-0165,2023-08-17,370.82,RTGS,30,True
1940,INV-02246,CUS-0249,2023-06-24,3519.57,ONLINE,27,True
1941,INV-02247,CUS-0004,2022-10-10,77366.89,CHEQUE,60,False
1942,INV-02248,CUS-0454,2023-01-18,724.26,RTGS,59,False
1943,INV-02250,CUS-0126,2023-05-23,2633.86,ONLINE,58,True
1944,INV-02251,CUS-0221,2024-03-21,37124.42,CHEQUE,58,True
1945,INV-02252,CUS-0119,2022-07-31,2766.67,RTGS,30,True
1946,INV-02253,CUS-0491,2023-12-04,2801.55,ONLINE,41,True
1947,INV-02254,CUS-0122,2023-09-18,39013.25,CHEQUE,45,True
1948,INV-02255,CUS-0371,2024-02-25,11230.37,RTGS,27,True
1949,INV-02256,CUS-0417,2022-08-21,1858.41,RTGS,27,True
1950,INV-02257,CUS-0250,2023-04-19,19443.68,CHEQUE,60,False
1951,INV-02258,CUS-0440,2023-07-12,10354.53,NEFT,27,True
1952,INV-02259,CUS-0046,2022-07-07,825.15,ONLINE,28,True
1953,INV-02260,CUS-0231,2022-05-22,4331.63,RTGS,28,True
1954,INV-02261,CUS-0204,2024-04-11,30022.49,NEFT,45,True
1955,INV-02262,CUS-0284,2022-07-04,409.95,ONLINE,44,True
1956,INV-02263,CUS-0246,2023-04-15,33862.87,CHEQUE,56,False
1957,INV-02264,CUS-0237,2022-11-02,10056.89,ONLINE,45,True
1958,INV-02265,CUS-0295,2024-01-02,6867.57,RTGS,41,True
1959,INV-02266,CUS-0152,2023-01-01,9274.66,CHEQUE,58,False
1960,INV-02267,CUS-0305,2022-07-02,1988.05,CHEQUE,44,True
1961,INV-02268,CUS-0138,2023-03-10,7522.47,NEFT,45,True
1962,INV-02270,CUS-0214,2023-04-11,2400.88,RTGS,29,True
1963,INV-02271,CUS-0254,2023-05-13,3009.85,CHEQUE,45,True
1964,INV-02272,CUS-0136,2022-09-11,11252.38,RTGS,45,True
1965,INV-02273,CUS-0253,2023-10-20,2224.7,ONLINE,61,False
1966,INV-02276,CUS-0473,2023-11-03,2701.2,RTGS,25,True
1967,INV-02277,CUS-0075,2022-11-06,6931.62,CHEQUE,57,True
1968,INV-02278,CUS-0480,2022-06-16,1347.52,NEFT,40,False
1969,INV-02280,CUS-0197,2023-09-16,28863.69,RTGS,29,True
1970,INV-02281,CUS-0029,2022-10-07,3095.73,ONLINE,44,True
1971,INV-02282,CUS-0143,2024-04-11,353.97,NEFT,59,False
1972,INV-02283,CUS-0296,2023-07-24,1322.47,CHEQUE,26,True
1973,INV-02285,CUS-0378,2024-02-05,15751.97,ONLINE,27,True
1974,INV-02287,CUS-0013,2023-08-19,44133.14,ONLINE,29,True
1975,INV-02288,CUS-0002,2022-07-08,365.04,CHEQUE,42,True
1976,INV-02289,CUS-0035,2023-08-27,38857.6,CHEQUE,44,True
1977,INV-02291,CUS-0159,2023-01-21,3511.26,ONLINE,25,True
1978,INV-02292,CUS-0129,2024-02-08,8035.2,NEFT,30,True
1979,INV-02293,CUS-0335,2023-10-12,19191.83,CHEQUE,60,True
1980,INV-02294,CUS-0368,2024-02-04,7569.99,NEFT,40,True
1981,INV-02295,CUS-0287,2023-08-14,2296.41,NEFT,58,True
1982,INV-02297,CUS-0237,2023-08-16,472.6,ONLINE,44,True
1983,INV-02298,CUS-0157,2024-02-24,1370.95,CHEQUE,26,True
1984,INV-02299,CUS-0132,2022-07-12,4106.93,NEFT,42,True
1985,INV-02300,CUS-0364,2023-04-11,3745.1,ONLINE,59,True
1986,INV-02301,CUS-0346,2023-05-22,3279.85,ONLINE,82,False
1987,INV-02302,CUS-0074,2023-01-27,6074.52,ONLINE,26,True
1988,INV-02303,CUS-0479,2023-03-09,34083.43,RTGS,44,True
1989,INV-02304,CUS-0115,2024-04-25,13493.38,NEFT,59,True
1990,INV-02305,CUS-0238,2022-06-12,852.25,ONLINE,45,True
1991,INV-02306,CUS-0243,2023-01-16,6960.44,CHEQUE,40,True
1992,INV-02307,CUS-0181,2024-01-18,4214.7,ONLINE,41,True
1993,INV-02308,CUS-0414,2023-10-26,4938.14,ONLINE,55,True
1994,INV-02309,CUS-0332,2024-01-24,6795.84,RTGS,58,True
1995,INV-02310,CUS-0171,2023-12-09,2003.16,ONLINE,45,True
1996,INV-02311,CUS-0337,2022-12-10,53874.24,CHEQUE,57,True
1997,INV-02312,CUS-0330,2022-08-09,13598.72,RTGS,58,True
1998,INV-02313,CUS-0361,2023-09-30,3203.63,NEFT,29,True
1999,INV-02314,CUS-0134,2022-10-03,572.88,RTGS,58,True
2000,INV-02315,CUS-0032,2023-10-20,1992.45,RTGS,56,True
2001,INV-02316,CUS-0063,2023-07-19,2548.97,CHEQUE,42,True
2002,INV-02317,CUS-0373,2024-01-26,1248.41,NEFT,71,False
2003,INV-02318,CUS-0287,2022-06-17,1463.61,RTGS,56,True
2004,INV-02319,CUS-0103,2022-08-31,1805.14,RTGS,40,True
2005,INV-02320,CUS-0225,2024-04-03,1507.84,CHEQUE,40,True
2006,INV-02321,CUS-0300,2023-06-04,952.62,CHEQUE,27,True
2007,INV-02322,CUS-0228,2024-03-23,9707.29,ONLINE,56,True
2008,INV-02323,CUS-0475,2024-04-29,6848.74,RTGS,75,False
2009,INV-02324,CUS-0237,2023-11-23,1340.17,CHEQUE,43,True
2010,INV-02325,CUS-0245,2022-10-05,7266.92,RTGS,61,False
2011,INV-02327,CUS-0392,2022-07-09,4460.81,NEFT,60,True
2012,INV-02328,CUS-0476,2022-08-11,9331.61,ONLINE,55,True
2013,INV-02330,CUS-0201,2023-10-01,4939.28,CHEQUE,73,False
2014,INV-02331,CUS-0134,2024-05-21,2207.13,ONLINE,55,True
2015,INV-02332,CUS-0337,2023-12-15,27492.5,NEFT,55,True
2016,INV-02333,CUS-0285,2023-05-01,747.76,CHEQUE,40,True
2017,INV-02335,CUS-0249,2024-04-02,809.24,CHEQUE,28,True
2018,INV-02340,CUS-0228,2022-10-19,4991.9,ONLINE,56,True
2019,INV-02341,CUS-0215,2024-03-04,1736.36,NEFT,28,True
2020,INV-02342,CUS-0400,2024-03-07,2942.58,NEFT,42,True
2021,INV-02344,CUS-0333,2024-03-29,698.55,ONLINE,58,True
2022,INV-02346,CUS-0308,2024-03-25,5140.33,ONLINE,42,True
2023,INV-02347,CUS-0156,2023-10-20,2479.73,RTGS,59,True
2024,INV-02349,CUS-0004,2023-04-28,9991.75,NEFT,40,True
2025,INV-02350,CUS-0183,2023-08-14,408.49,NEFT,29,True
2026,INV-02352,CUS-0292,2022-08-09,7541.11,NEFT,45,True
2027,INV-02353,CUS-0003,2024-01-27,10677.93,ONLINE,45,True
2028,INV-02354,CUS-0497,2022-10-09,18921.57,NEFT,26,True
2029,INV-02355,CUS-0062,2023-10-04,492.85,CHEQUE,40,True
2030,INV-02356,CUS-0270,2022-11-25,1600.19,NEFT,57,True
2031,INV-02357,CUS-0194,2023-01-21,45776.64,ONLINE,28,True
2032,INV-02359,CUS-0367,2024-04-23,84607.48,ONLINE,30,True
2033,INV-02360,CUS-0205,2023-07-29,495.28,NEFT,43,True
2034,INV-02362,CUS-0307,2024-03-19,159.58,NEFT,59,True
2035,INV-02363,CUS-0085,2023-07-13,11753.45,NEFT,58,True
2036,INV-02364,CUS-0419,2022-06-19,440.31,NEFT,59,True
2037,INV-02365,CUS-0115,2022-06-27,2361.29,CHEQUE,56,True
2038,INV-02366,CUS-0313,2023-06-23,5918.61,ONLINE,57,True
2039,INV-02367,CUS-0153,2022-08-24,2323.98,RTGS,58,True
2040,INV-02368,CUS-0209,2024-02-06,1124.24,ONLINE,26,True
2041,INV-02369,CUS-0204,2023-11-26,1844.87,CHEQUE,43,True
2042,INV-02370,CUS-0005,2024-05-05,512.85,CHEQUE,56,True
2043,INV-02371,CUS-0168,2023-12-30,5305.99,ONLINE,55,True
2044,INV-02372,CUS-0478,2023-10-09,6008.1,RTGS,25,True
2045,INV-02374,CUS-0162,2022-07-20,1411.73,RTGS,25,True
2046,INV-02375,CUS-0114,2023-01-28,258.28,CHEQUE,44,True
2047,INV-02376,CUS-0416,2022-12-19,273.3,CHEQUE,27,True
2048,INV-02377,CUS-0434,2023-11-06,1564.3,ONLINE,30,True
2049,INV-02378,CUS-0421,2023-06-09,8441.51,CHEQUE,60,True
2050,INV-02379,CUS-0155,2024-03-07,1094.66,RTGS,79,False
2051,INV-02380,CUS-0244,2022-06-20,582.73,NEFT,45,True
2052,INV-02381,CUS-0493,2022-06-27,402.79,RTGS,25,True
2053,INV-02382,CUS-0202,2023-06-11,11132.89,NEFT,45,True
2054,INV-02384,CUS-0130,2022-08-06,1419.33,CHEQUE,59,True
2055,INV-02385,CUS-0171,2023-08-11,6989.29,ONLINE,42,True
2056,INV-02386,CUS-0427,2023-04-25,2999.48,ONLINE,55,True
2057,INV-02387,CUS-0161,2023-06-05,12991.54,ONLINE,55,True
2058,INV-02388,CUS-0460,2023-01-04,53452.72,NEFT,59,False
2059,INV-02389,CUS-0477,2022-06-07,375.85,ONLINE,44,True
2060,INV-02390,CUS-0380,2022-06-12,1332.14,CHEQUE,44,True
2061,INV-02391,CUS-0141,2022-10-08,15330.05,NEFT,58,True
2062,INV-02392,CUS-0167,2022-05-24,1097.51,CHEQUE,26,True
2063,INV-02393,CUS-0224,2023-01-26,1076.21,CHEQUE,29,True
2064,INV-02395,CUS-0361,2023-10-11,19161.97,RTGS,45,False
2065,INV-02396,CUS-0200,2022-08-25,95.16,NEFT,43,False
2066,INV-02397,CUS-0125,2022-06-08,3940.67,CHEQUE,43,True
2067,INV-02398,CUS-0012,2023-08-27,9529.28,NEFT,62,False
2068,INV-02399,CUS-0039,2023-09-14,2293.35,CHEQUE,45,True
2069,INV-02400,CUS-0190,2023-10-20,415.41,NEFT,40,True
2070,INV-02401,CUS-0472,2022-12-14,535.92,CHEQUE,30,True
2071,INV-02402,CUS-0133,2023-12-29,5185.81,CHEQUE,44,True
2072,INV-02403,CUS-0423,2023-10-31,1212.21,RTGS,42,True
2073,INV-02404,CUS-0074,2022-07-08,2796.18,ONLINE,25,True
2074,INV-02405,CUS-0314,2023-10-26,356.3,NEFT,67,False
2075,INV-02406,CUS-0499,2023-10-12,1967.28,CHEQUE,72,False
2076,INV-02407,CUS-0412,2022-09-13,16850.5,NEFT,27,True
2077,INV-02408,CUS-0329,2022-11-21,35409.32,NEFT,65,False
2078,INV-02409,CUS-0472,2022-11-07,530.24,ONLINE,27,True
2079,INV-02410,CUS-0470,2023-09-02,14111.39,CHEQUE,59,True
2080,INV-02411,CUS-0194,2023-12-16,1586.72,NEFT,28,True
2081,INV-02413,CUS-0299,2022-11-02,499.75,CHEQUE,59,True
2082,INV-02414,CUS-0134,2023-06-10,1296.74,ONLINE,56,True
2083,INV-02415,CUS-0417,2022-07-16,1108.91,ONLINE,26,True
2084,INV-02417,CUS-0415,2023-09-04,12868.14,NEFT,26,True
2085,INV-02418,CUS-0412,2023-10-04,17312.11,RTGS,28,True
2086,INV-02419,CUS-0184,2024-01-10,60125.3,RTGS,45,True
2087,INV-02420,CUS-0100,2022-12-25,4101.68,RTGS,29,True
2088,INV-02421,CUS-0475,2022-08-25,696.14,CHEQUE,44,True
2089,INV-02422,CUS-0332,2023-01-29,2417.51,RTGS,55,True
2090,INV-02423,CUS-0009,2023-09-25,27753.02,CHEQUE,25,True
2091,INV-02425,CUS-0261,2024-05-10,2146.33,NEFT,60,True
2092,INV-02426,CUS-0473,2023-07-31,5804.18,NEFT,25,True
2093,INV-02427,CUS-0070,2022-12-01,6842.5,ONLINE,37,False
2094,INV-02428,CUS-0487,2023-12-05,4813.0,CHEQUE,29,True
2095,INV-02429,CUS-0418,2022-09-19,10526.63,ONLINE,36,False
2096,INV-02430,CUS-0172,2023-11-16,37925.39,CHEQUE,42,True
2097,INV-02431,CUS-0121,2023-02-09,8685.34,ONLINE,40,True
2098,INV-02432,CUS-0019,2023-11-29,20854.61,NEFT,26,True
2099,INV-02433,CUS-0419,2022-07-14,1497.36,NEFT,65,False
2100,INV-02435,CUS-0335,2023-01-08,8001.92,RTGS,56,True
2101,INV-02437,CUS-0051,2023-09-05,1724.39,CHEQUE,45,True
2102,INV-02438,CUS-0012,2023-10-01,2679.09,NEFT,41,True
2103,INV-02439,CUS-0212,2023-01-09,2478.11,NEFT,59,True
2104,INV-02440,CUS-0199,2023-12-07,1585.34,ONLINE,41,True
2105,INV-02442,CUS-0052,2023-09-14,535.83,NEFT,58,True
2106,INV-02443,CUS-0111,2023-01-24,9347.19,NEFT,70,False
2107,INV-02444,CUS-0334,2022-12-29,6283.18,RTGS,44,True
2108,INV-02445,CUS-0205,2023-02-16,7059.09,NEFT,45,True
2109,INV-02446,CUS-0448,2022-08-26,987.32,CHEQUE,84,False
2110,INV-02447,CUS-0256,2023-11-20,2755.93,CHEQUE,55,True
2111,INV-02448,CUS-0106,2023-03-26,5213.01,CHEQUE,60,True
2112,INV-02449,CUS-0167,2022-10-23,338.05,CHEQUE,30,True
2113,INV-02450,CUS-0436,2022-10-10,2727.31,ONLINE,30,True
2114,INV-02451,CUS-0298,2023-06-05,6454.37,NEFT,27,True
2115,INV-02452,CUS-0240,2023-01-22,9524.85,ONLINE,60,True
2116,INV-02453,CUS-0463,2023-03-26,10411.7,CHEQUE,58,True
2117,INV-02454,CUS-0238,2022-11-18,2339.63,RTGS,42,True
2118,INV-02455,CUS-0488,2023-11-18,16943.9,CHEQUE,58,True
2119,INV-02456,CUS-0497,2023-03-18,5463.41,ONLINE,42,False
2120,INV-02457,CUS-0041,2024-01-09,2127.18,NEFT,26,True
2121,INV-02458,CUS-0024,2023-06-07,24121.62,CHEQUE,44,True
2122,INV-02459,CUS-0244,2023-12-14,13396.87,NEFT,46,False
2123,INV-02460,CUS-0262,2023-04-29,2030.59,CHEQUE,60,True
2124,INV-02461,CUS-0466,2022-08-26,7837.64,CHEQUE,60,True
2125,INV-02463,CUS-0056,2024-05-07,834.57,RTGS,38,False
2126,INV-02464,CUS-0035,2023-12-26,6762.73,RTGS,48,False
2127,INV-02465,CUS-0049,2022-06-02,1112.18,CHEQUE,45,True
2128,INV-02467,CUS-0139,2022-09-17,597.59,RTGS,45,True
2129,INV-02468,CUS-0402,2022-08-15,3661.12,NEFT,54,False
2130,INV-02469,CUS-0002,2022-11-14,4035.52,NEFT,43,True
2131,INV-02470,CUS-0024,2022-09-12,6178.87,CHEQUE,43,True
2132,INV-02471,CUS-0045,2023-05-08,16621.89,RTGS,72,False
2133,INV-02472,CUS-0403,2023-07-10,4663.24,RTGS,44,True
2134,INV-02473,CUS-0427,2023-10-29,682.2,ONLINE,55,True
2135,INV-02474,CUS-0441,2022-12-14,729.67,NEFT,27,True
2136,INV-02475,CUS-0441,2023-08-05,10479.57,RTGS,25,True
2137,INV-02476,CUS-0218,2023-09-24,21030.48,CHEQUE,77,False
2138,INV-02477,CUS-0318,2024-05-12,25322.82,CHEQUE,59,True
2139,INV-02478,CUS-0417,2023-10-26,45973.92,RTGS,25,True
2140,INV-02479,CUS-0394,2023-11-12,3791.98,RTGS,44,True
2141,INV-02480,CUS-0120,2023-02-28,1737.85,ONLINE,43,True
2142,INV-02481,CUS-0033,2022-10-31,11602.7,NEFT,29,True
2143,INV-02482,CUS-0229,2024-01-09,1538.6,NEFT,27,True
2144,INV-02483,CUS-0155,2023-09-09,4266.36,RTGS,67,False
2145,INV-02484,CUS-0480,2023-07-05,1456.91,RTGS,29,True
2146,INV-02485,CUS-0284,2023-01-30,2120.35,NEFT,42,True
2147,INV-02489,CUS-0373,2023-09-12,2160.82,NEFT,44,True
2148,INV-02490,CUS-0093,2023-01-17,649.41,RTGS,56,False
2149,INV-02491,CUS-0346,2022-10-05,16141.11,ONLINE,56,True
2150,INV-02492,CUS-0132,2022-06-23,6702.49,CHEQUE,40,True
2151,INV-02493,CUS-0059,2023-10-01,4143.45,NEFT,26,True
2152,INV-02494,CUS-0342,2022-08-03,263.44,CHEQUE,82,False
2153,INV-02495,CUS-0451,2024-02-07,3154.06,NEFT,57,False
2154,INV-02496,CUS-0464,2024-02-06,11662.63,NEFT,45,True
2155,INV-02497,CUS-0313,2023-10-06,2403.1,ONLINE,59,True
2156,INV-02498,CUS-0395,2023-10-16,6938.08,RTGS,46,False
2157,INV-02499,CUS-0223,2022-12-24,6499.22,RTGS,55,True
2158,INV-02500,CUS-0114,2023-11-05,9588.57,CHEQUE,42,True
2159,INV-02501,CUS-0258,2023-06-25,1693.26,CHEQUE,30,True
2160,INV-02502,CUS-0128,2022-12-15,16490.26,CHEQUE,56,True
2161,INV-02503,CUS-0344,2024-05-23,2693.5,ONLINE,70,False
2162,INV-02504,CUS-0186,2024-05-21,23533.15,NEFT,59,False
2163,INV-02505,CUS-0363,2023-05-05,6019.06,NEFT,44,True
2164,INV-02507,CUS-0087,2023-11-15,2151.38,ONLINE,27,True
2165,INV-02508,CUS-0333,2022-06-26,10136.5,RTGS,57,True
2166,INV-02509,CUS-0380,2024-03-11,1090.13,CHEQUE,44,True
2167,INV-02510,CUS-0001,2024-01-22,3669.06,NEFT,57,True
2168,INV-02511,CUS-0181,2022-07-12,3853.78,RTGS,42,True
2169,INV-02513,CUS-0149,2024-02-04,35204.4,CHEQUE,45,True
2170,INV-02515,CUS-0132,2024-02-10,2043.94,ONLINE,44,True
2171,INV-02516,CUS-0115,2024-01-02,15350.0,NEFT,59,True
2172,INV-02517,CUS-0071,2023-05-23,20557.73,NEFT,43,True
2173,INV-02518,CUS-0466,2023-05-17,3575.57,CHEQUE,56,True
2174,INV-02519,CUS-0286,2023-01-25,7938.59,CHEQUE,75,False
2175,INV-02520,CUS-0075,2024-04-19,15173.48,ONLINE,59,True
2176,INV-02523,CUS-0463,2024-06-01,12782.83,CHEQUE,79,False
2177,INV-02524,CUS-0009,2023-08-23,15707.23,RTGS,40,False
2178,INV-02526,CUS-0148,2023-11-13,5186.55,ONLINE,59,True
2179,INV-02527,CUS-0305,2024-01-24,6407.35,NEFT,41,True
2180,INV-02529,CUS-0206,2023-02-13,24051.37,NEFT,45,True
2181,INV-02530,CUS-0499,2023-05-24,2676.65,RTGS,59,True
2182,INV-02531,CUS-0460,2022-09-27,45304.47,RTGS,44,True
2183,INV-02532,CUS-0233,2023-01-16,2768.89,CHEQUE,47,False
2184,INV-02535,CUS-0364,2022-12-03,3329.71,RTGS,59,True
2185,INV-02536,CUS-0323,2023-11-02,4475.81,ONLINE,28,True
2186,INV-02537,CUS-0389,2024-04-13,377.6,NEFT,25,True
2187,INV-02538,CUS-0439,2024-03-07,5249.13,RTGS,42,True
2188,INV-02539,CUS-0271,2023-04-19,1672.89,CHEQUE,28,True
2189,INV-02541,CUS-0453,2024-04-27,1683.95,NEFT,28,True
2190,INV-02543,CUS-0230,2023-06-18,9475.01,ONLINE,45,True
2191,INV-02544,CUS-0036,2022-09-21,13142.05,NEFT,43,False
2192,INV-02545,CUS-0026,2023-06-29,3810.45,NEFT,42,True
2193,INV-02546,CUS-0234,2023-04-25,7893.01,NEFT,26,True
2194,INV-02547,CUS-0339,2022-11-20,17960.62,NEFT,58,False
2195,INV-02548,CUS-0005,2022-10-10,1301.53,NEFT,56,True
2196,INV-02549,CUS-0202,2024-01-22,8022.57,ONLINE,44,True
2197,INV-02550,CUS-0202,2023-11-24,1100.57,CHEQUE,47,False
2198,INV-02551,CUS-0090,2022-05-24,14627.46,CHEQUE,42,True
2199,INV-02552,CUS-0416,2023-01-22,1154.51,ONLINE,30,True
2200,INV-02553,CUS-0490,2023-12-09,2626.39,CHEQUE,42,True
2201,INV-02554,CUS-0413,2024-05-12,21633.55,ONLINE,45,True
2202,INV-02555,CUS-0416,2024-02-20,242.36,NEFT,36,False
2203,INV-02556,CUS-0099,2024-03-29,3018.3,RTGS,62,False
2204,INV-02557,CUS-0322,2023-09-26,20466.06,RTGS,42,True
2205,INV-02559,CUS-0184,2022-08-29,53463.23,ONLINE,51,False
2206,INV-02560,CUS-0402,2022-09-30,978.38,NEFT,26,True
2207,INV-02561,CUS-0161,2023-05-03,6100.52,RTGS,59,True
2208,INV-02562,CUS-0427,2024-05-19,1137.84,RTGS,60,True
2209,INV-02564,CUS-0148,2024-05-08,45319.56,NEFT,56,True
2210,INV-02565,CUS-0159,2023-06-08,1502.52,CHEQUE,27,True
2211,INV-02566,CUS-0028,2023-11-30,4829.86,NEFT,45,True
2212,INV-02567,CUS-0216,2024-01-16,1942.61,NEFT,57,True
2213,INV-02568,CUS-0191,2023-06-06,126355.35,ONLINE,28,True
2214,INV-02569,CUS-0467,2022-08-23,303.48,ONLINE,43,True
2215,INV-02570,CUS-0042,2022-12-15,51770.63,RTGS,59,True
2216,INV-02571,CUS-0151,2022-12-10,4377.68,NEFT,33,False
2217,INV-02573,CUS-0151,2022-09-18,3390.85,CHEQUE,28,True
2218,INV-02574,CUS-0016,2024-02-01,3059.11,ONLINE,57,True
2219,INV-02575,CUS-0025,2022-07-02,7679.89,RTGS,38,False
2220,INV-02576,CUS-0029,2022-07-10,5519.65,CHEQUE,43,True
2221,INV-02577,CUS-0205,2023-02-12,1435.13,ONLINE,42,True
2222,INV-02578,CUS-0472,2022-09-14,4900.5,NEFT,30,True
2223,INV-02579,CUS-0098,2022-11-09,1376.77,RTGS,27,True
2224,INV-02581,CUS-0009,2024-01-02,14126.71,RTGS,30,True
2225,INV-02582,CUS-0341,2024-01-23,7125.33,ONLINE,28,True
2226,INV-02583,CUS-0069,2022-10-19,1209.25,CHEQUE,55,True
2227,INV-02584,CUS-0221,2023-12-17,22203.95,ONLINE,57,True
2228,INV-02585,CUS-0011,2022-07-18,5190.59,NEFT,55,True
2229,INV-02587,CUS-0382,2022-09-25,3896.53,RTGS,57,True
2230,INV-02588,CUS-0143,2023-10-09,706.99,RTGS,41,True
