customer_id,customer_name,customer_segment,industry,city,credit_limit,credit_days,customer_risk_tier,relationship_since
CUS-0251,Anand-Boase,SME,IT,Delhi,4840334.45,60,LOW,2023-08-17
CUS-0252,Dayal Ltd,ENTERPRISE,BFSI,Bangalore,48376131.75,30,HIGH,2024-11-23
CUS-0253,Taneja Ltd,SME,MANUFACTURING,Chennai,4715012.21,45,LOW,2023-10-05
CUS-0254,"Bhat, Saraf and Lata",SME,BFSI,Chennai,3870514.41,45,LOW,2022-09-24
CUS-0255,Behl-Sachar,SME,PHARMA,Bangalore,4923472.5,45,HIGH,2025-04-06
CUS-0256,"Sankaran, Sachdev and Bahri",STARTUP,RETAIL,Mumbai,209134.83,60,MEDIUM,2024-10-13
CUS-0257,Hari Ltd,SME,PHARMA,Mumbai,1337895.81,30,MEDIUM,2021-11-30
CUS-0258,Saha and Sons,SME,IT,Chennai,2324706.69,30,LOW,2022-07-25
CUS-0259,"Bhat, Kurian and Chauhan",STARTUP,IT,Hyderabad,102732.05,45,LOW,2024-08-28
CUS-0260,Kurian and Sons,SME,BFSI,Chennai,551460.8,45,MEDIUM,2024-07-05
CUS-0261,Kalita LLC,SME,RETAIL,Chennai,2761342.12,60,MEDIUM,2025-03-12
CUS-0262,"Rajan, Gupta and Lalla",STARTUP,MANUFACTURING,Delhi,187651.44,60,LOW,2022-09-07
CUS-0263,Bumb-Pathak,STARTUP,MANUFACTURING,Mumbai,465118.76,60,MEDIUM,2023-09-11
CUS-0264,"Sinha, Randhawa and Grover",SME,BFSI,Bangalore,868416.38,30,MEDIUM,2024-06-09
CUS-0265,"Deep, Keer and Mahal",ENTERPRISE,RETAIL,Bangalore,29644216.19,45,LOW,2024-09-29
CUS-0266,Tella-Bath,ENTERPRISE,BFSI,Delhi,14243066.85,30,LOW,2022-06-14
CUS-0267,"Rege, Solanki and Chaudhry",SME,BFSI,Delhi,759815.51,45,MEDIUM,2024-04-28
CUS-0268,Puri-Sem,STARTUP,BFSI,Bangalore,118115.92,30,LOW,2022-10-20
CUS-0269,Chandran-Sharma,STARTUP,MANUFACTURING,Delhi,112693.95,45,LOW,2022-12-08
CUS-0270,"Boase, Walia and Mishra",STARTUP,PHARMA,Mumbai,462706.92,60,LOW,2024-09-05
CUS-0271,Dyal-Mistry,STARTUP,MANUFACTURING,Chennai,257223.45,30,LOW,2023-05-17
CUS-0272,Ratta-Hayre,STARTUP,MANUFACTURING,Mumbai,269651.21,45,LOW,2024-04-16
CUS-0273,Shah PLC,SME,IT,Bangalore,4718346.63,30,LOW,2022-04-06
CUS-0274,Chaudhari and Sons,ENTERPRISE,BFSI,Mumbai,8028090.63,60,MEDIUM,2023-12-26
CUS-0275,"Doshi, Rajagopal and Jaggi",ENTERPRISE,MANUFACTURING,Bangalore,24753326.52,45,MEDIUM,2024-04-14
CUS-0276,Saran-Gulati,ENTERPRISE,RETAIL,Mumbai,46237866.49,45,MEDIUM,2022-01-14
CUS-0277,Dua PLC,STARTUP,PHARMA,Bangalore,265424.08,60,LOW,2024-05-16
CUS-0278,"Master, Brahmbhatt and Mangal",STARTUP,IT,Bangalore,298248.31,45,HIGH,2022-12-21
CUS-0279,Baria PLC,SME,MANUFACTURING,Mumbai,1849498.22,45,LOW,2024-03-06
CUS-0280,Sama LLC,STARTUP,IT,Bangalore,123049.57,60,LOW,2022-04-29
CUS-0281,Vasa-More,ENTERPRISE,RETAIL,Chennai,15928633.22,60,HIGH,2023-03-03
CUS-0282,"Dayal, Dixit and Kale",SME,BFSI,Mumbai,1708077.15,60,MEDIUM,2022-11-08
CUS-0283,"Kant, Singh and Biswas",SME,BFSI,Mumbai,2657273.93,30,LOW,2022-02-07
CUS-0284,Kumer-Bajwa,STARTUP,PHARMA,Mumbai,291568.35,45,LOW,2022-09-28
CUS-0285,Kakar Group,STARTUP,RETAIL,Hyderabad,252264.7,45,LOW,2025-02-10
CUS-0286,"Thakur, Thakkar and Gaba",SME,RETAIL,Mumbai,2597018.3,45,MEDIUM,2021-07-14
CUS-0287,Gulati PLC,SME,PHARMA,Bangalore,4388381.79,60,LOW,2024-07-01
CUS-0288,"Aurora, Parsa and Jha",SME,MANUFACTURING,Delhi,1382863.02,60,LOW,2023-01-02
CUS-0289,Karpe-Tiwari,SME,IT,Delhi,1657970.41,30,HIGH,2024-01-21
CUS-0290,"Tailor, Bhargava and Chandra",SME,PHARMA,Chennai,1129813.38,60,LOW,2022-04-22
CUS-0291,"Mangat, Nath and Saran",ENTERPRISE,IT,Mumbai,43101382.24,60,MEDIUM,2025-01-19
CUS-0292,Dey Group,ENTERPRISE,PHARMA,Bangalore,36822630.37,45,LOW,2022-09-06
CUS-0293,Korpal-Chopra,SME,RETAIL,Bangalore,2894956.18,45,LOW,2024-04-14
CUS-0294,Radhakrishnan PLC,ENTERPRISE,BFSI,Chennai,41592074.94,60,HIGH,2021-08-03
CUS-0295,Yohannan Inc,ENTERPRISE,IT,Chennai,13636942.56,45,LOW,2024-08-13
CUS-0296,Balasubramanian-Mangat,STARTUP,BFSI,Chennai,378894.53,30,LOW,2021-07-04
CUS-0297,Kapadia Ltd,SME,BFSI,Delhi,2642022.95,45,MEDIUM,2024-10-31
CUS-0298,"Kapur, Sane and Tata",SME,BFSI,Mumbai,4897981.5,30,MEDIUM,2024-09-15
CUS-0299,"Suri, Sama and Naik",STARTUP,RETAIL,Bangalore,208438.02,60,HIGH,2023-02-04
CUS-0300,"Tandon, Basak and Varughese",SME,MANUFACTURING,Delhi,4326924.2,30,LOW,2021-08-25
CUS-0301,Sama PLC,ENTERPRISE,PHARMA,Hyderabad,30378118.98,45,MEDIUM,2022-01-03
CUS-0302,"Sankaran, Choudhry and Date",SME,RETAIL,Chennai,4948150.81,30,LOW,2023-05-18
CUS-0303,Ramakrishnan-Shah,SME,IT,Hyderabad,2032667.36,30,HIGH,2022-09-04
CUS-0304,"Balan, Viswanathan and Bobal",SME,IT,Delhi,2527475.88,30,LOW,2023-11-11
CUS-0305,Varkey PLC,SME,BFSI,Chennai,885623.53,45,MEDIUM,2022-11-17
CUS-0306,"Edwin, Karan and Sethi",ENTERPRISE,BFSI,Chennai,37025471.97,30,LOW,2023-04-17
CUS-0307,Pant Ltd,STARTUP,IT,Delhi,140892.57,60,LOW,2021-07-08
CUS-0308,"Tripathi, Oommen and Pingle",SME,PHARMA,Hyderabad,618178.57,45,LOW,2021-09-13
CUS-0309,Hegde and Sons,ENTERPRISE,MANUFACTURING,Bangalore,23621453.14,60,LOW,2024-02-11
CUS-0310,Mahajan-Deshpande,ENTERPRISE,BFSI,Mumbai,22132941.06,45,LOW,2023-10-21
CUS-0311,Sant-Ben,ENTERPRISE,IT,Bangalore,18488851.43,60,HIGH,2025-05-11
CUS-0312,Rana Group,ENTERPRISE,PHARMA,Delhi,9813756.54,45,LOW,2024-07-20
CUS-0313,Puri-Wadhwa,SME,RETAIL,Hyderabad,4205908.58,60,LOW,2022-06-21
CUS-0314,Bhalla PLC,STARTUP,RETAIL,Delhi,485829.85,60,HIGH,2023-05-21
CUS-0315,"Kapoor, Brar and Divan",SME,PHARMA,Mumbai,1761350.66,60,LOW,2024-03-13
CUS-0316,Chakrabarti PLC,STARTUP,MANUFACTURING,Delhi,110766.44,45,MEDIUM,2023-10-07
CUS-0317,Natarajan PLC,STARTUP,MANUFACTURING,Hyderabad,418018.25,30,MEDIUM,2021-12-26
CUS-0318,Devan-Gala,ENTERPRISE,PHARMA,Delhi,11936445.55,60,LOW,2022-02-26
CUS-0319,Nair and Sons,SME,RETAIL,Bangalore,4641764.83,60,LOW,2022-07-31
CUS-0320,Pant Ltd,SME,PHARMA,Chennai,3960293.22,60,LOW,2021-09-23
CUS-0321,Nagy-Kala,STARTUP,IT,Chennai,401073.11,30,HIGH,2023-04-15
CUS-0322,Bhatti-Parsa,ENTERPRISE,MANUFACTURING,Delhi,14990048.58,45,MEDIUM,2021-10-04
CUS-0323,Bhatti Ltd,SME,BFSI,Delhi,3148654.8,30,LOW,2025-01-26
CUS-0324,"Venkatesh, Narang and Barad",ENTERPRISE,RETAIL,Hyderabad,46424639.51,45,MEDIUM,2023-06-24
CUS-0325,Wali-Bala,SME,IT,Hyderabad,2673166.99,30,LOW,2023-10-08
CUS-0326,Goel LLC,SME,MANUFACTURING,Mumbai,1017883.7,60,MEDIUM,2025-05-18
CUS-0327,"Borra, Balasubramanian and Chhabra",ENTERPRISE,IT,Mumbai,12206107.0,30,LOW,2021-08-10
CUS-0328,Agate PLC,SME,PHARMA,Delhi,631365.23,45,LOW,2025-05-18
CUS-0329,Dixit-Mahal,ENTERPRISE,PHARMA,Chennai,14665824.73,60,MEDIUM,2024-10-15
CUS-0330,"Nigam, Puri and Sha",ENTERPRISE,PHARMA,Hyderabad,19669321.02,60,MEDIUM,2024-08-31
CUS-0331,"Johal, Bhatnagar and Varty",SME,MANUFACTURING,Hyderabad,1014044.33,60,LOW,2023-05-24
CUS-0332,Mody Ltd,SME,RETAIL,Mumbai,1909335.85,60,LOW,2024-06-25
CUS-0333,"Sachdeva, Sami and Tara",SME,PHARMA,Mumbai,3086627.2,60,LOW,2022-10-30
CUS-0334,Kala and Sons,ENTERPRISE,RETAIL,Chennai,17997564.83,45,MEDIUM,2022-03-16
CUS-0335,Ahluwalia LLC,ENTERPRISE,IT,Delhi,41684717.33,60,LOW,2022-09-23
CUS-0336,"Kota, Ganesh and Jayaraman",STARTUP,RETAIL,Chennai,112344.28,45,MEDIUM,2021-12-23
CUS-0337,Soni-Bora,ENTERPRISE,IT,Bangalore,17990163.96,60,MEDIUM,2023-11-05
CUS-0338,"De, Bandi and Tata",ENTERPRISE,BFSI,Delhi,10139299.31,60,LOW,2022-02-26
CUS-0339,Sawhney-Kibe,ENTERPRISE,BFSI,Delhi,24131960.9,45,LOW,2025-01-28
CUS-0340,Sood-Sheth,SME,MANUFACTURING,Mumbai,2475814.57,60,MEDIUM,2024-06-13
CUS-0341,"Thaman, Mistry and Nazareth",SME,MANUFACTURING,Mumbai,3698392.82,30,LOW,2024-02-18
CUS-0342,Patla-Shere,STARTUP,RETAIL,Hyderabad,338743.07,60,LOW,2023-02-17
CUS-0343,Korpal-Andra,ENTERPRISE,IT,Chennai,43610758.02,45,LOW,2023-05-31
CUS-0344,"Das, Chokshi and Narayan",STARTUP,MANUFACTURING,Delhi,199870.9,45,MEDIUM,2022-03-12
CUS-0345,Jha-Comar,ENTERPRISE,BFSI,Delhi,33458089.21,60,LOW,2024-09-16
CUS-0346,Dass PLC,SME,PHARMA,Chennai,4447928.11,60,LOW,2022-12-09
CUS-0347,Sawhney and Sons,ENTERPRISE,PHARMA,Delhi,48746763.14,30,MEDIUM,2022-11-23
CUS-0348,"Khare, Shankar and Deshmukh",STARTUP,PHARMA,Bangalore,229146.06,30,LOW,2022-02-22
CUS-0349,"Edwin, Kurian and Tank",SME,BFSI,Delhi,2046828.29,30,LOW,2023-12-06
CUS-0350,Venkataraman-Gara,ENTERPRISE,MANUFACTURING,Mumbai,43594322.0,60,HIGH,2023-07-07
CUS-0351,Taneja LLC,SME,BFSI,Hyderabad,4444677.67,60,LOW,2024-11-25
CUS-0352,"Barman, Dara and Barad",STARTUP,MANUFACTURING,Delhi,222203.7,60,MEDIUM,2023-04-19
CUS-0353,"Reddy, Varghese and Kalla",ENTERPRISE,PHARMA,Delhi,9283265.51,30,LOW,2023-01-29
CUS-0354,"Palan, Kari and Ramaswamy",ENTERPRISE,IT,Chennai,20460836.75,30,MEDIUM,2023-05-13
CUS-0355,"Sachar, Toor and Thakur",SME,MANUFACTURING,Delhi,960922.27,30,MEDIUM,2023-08-14
CUS-0356,"Chokshi, Oza and Dutta",SME,MANUFACTURING,Delhi,807852.23,45,MEDIUM,2021-07-12
CUS-0357,Kadakia Group,SME,MANUFACTURING,Chennai,1181183.59,30,MEDIUM,2022-04-09
CUS-0358,Srinivasan-Upadhyay,ENTERPRISE,MANUFACTURING,Mumbai,10542075.01,45,LOW,2021-08-19
CUS-0359,"Sunder, Gour and Pillai",SME,BFSI,Hyderabad,3204495.78,30,LOW,2025-03-29
CUS-0360,Babu Ltd,SME,MANUFACTURING,Delhi,3865296.38,45,LOW,2022-10-19
CUS-0361,D’Alia-Atwal,ENTERPRISE,RETAIL,Hyderabad,27481214.36,30,HIGH,2022-04-08
CUS-0362,Gour-De,SME,IT,Chennai,2393885.9,30,LOW,2025-01-06
CUS-0363,Oza-Shroff,SME,IT,Bangalore,1470843.22,45,HIGH,2022-07-26
CUS-0364,Lalla-Hans,SME,PHARMA,Bangalore,2369443.97,60,LOW,2024-06-11
CUS-0365,"Mani, Patel and Bhat",ENTERPRISE,MANUFACTURING,Bangalore,8761868.32,45,HIGH,2022-12-17
CUS-0366,Borra Ltd,SME,IT,Mumbai,4255369.11,30,LOW,2021-08-28
CUS-0367,"Nayar, Kanda and Jani",ENTERPRISE,MANUFACTURING,Chennai,46608248.95,30,LOW,2025-04-14
CUS-0368,"Sundaram, Badal and Rajagopal",SME,RETAIL,Mumbai,1237246.84,45,LOW,2023-01-08
CUS-0369,Ahuja Group,ENTERPRISE,BFSI,Hyderabad,40150579.1,45,MEDIUM,2024-11-27
CUS-0370,Dutt-Chaudhuri,ENTERPRISE,IT,Bangalore,7874239.51,45,LOW,2023-09-04
CUS-0371,Barad Inc,ENTERPRISE,PHARMA,Chennai,43671190.22,30,MEDIUM,2022-05-20
CUS-0372,Lanka LLC,SME,RETAIL,Delhi,4364100.54,30,LOW,2025-05-09
CUS-0373,Muni PLC,ENTERPRISE,IT,Mumbai,48215396.54,45,MEDIUM,2022-01-28
CUS-0374,Grewal-Dutt,ENTERPRISE,BFSI,Bangalore,46213464.42,60,LOW,2024-07-25
CUS-0375,Oza Inc,STARTUP,BFSI,Delhi,492565.55,45,HIGH,2024-06-27
CUS-0376,"Nadkarni, Kohli and Sant",SME,RETAIL,Bangalore,888734.85,45,LOW,2024-04-17
CUS-0377,Sachdev Inc,SME,MANUFACTURING,Bangalore,2157231.32,30,HIGH,2021-06-06
CUS-0378,Kota-Sachdev,ENTERPRISE,BFSI,Hyderabad,46957888.96,30,MEDIUM,2022-07-17
CUS-0379,"Bala, Singhal and Rai",SME,MANUFACTURING,Delhi,3821371.97,45,LOW,2023-04-27
CUS-0380,Merchant-Roy,STARTUP,MANUFACTURING,Bangalore,211930.11,45,LOW,2023-10-21
CUS-0381,Bhavsar-Borde,SME,MANUFACTURING,Delhi,4885496.56,30,LOW,2022-06-21
CUS-0382,"Deshpande, Baral and Doctor",SME,RETAIL,Delhi,3480997.68,60,LOW,2023-07-15
CUS-0383,Panchal Group,STARTUP,MANUFACTURING,Bangalore,193444.49,30,HIGH,2025-02-25
CUS-0384,Gopal PLC,ENTERPRISE,MANUFACTURING,Delhi,12396874.13,45,LOW,2022-12-29
CUS-0385,Sethi-Thaker,SME,PHARMA,Chennai,906894.0,30,LOW,2023-07-10
CUS-0386,Malhotra Inc,STARTUP,PHARMA,Chennai,199287.52,60,LOW,2021-07-25
CUS-0387,"Balasubramanian, Narasimhan and Rout",ENTERPRISE,PHARMA,Bangalore,41904032.71,30,MEDIUM,2024-04-01
CUS-0388,"Sekhon, Biswas and Balan",ENTERPRISE,MANUFACTURING,Mumbai,9585830.69,30,LOW,2025-04-02
CUS-0389,"Nagarajan, Mishra and Palla",STARTUP,RETAIL,Chennai,357874.01,30,LOW,2022-09-07
CUS-0390,"Bhatia, Issac and Raj",STARTUP,RETAIL,Chennai,423719.47,30,LOW,2022-11-10
CUS-0391,Minhas LLC,STARTUP,IT,Chennai,273262.55,45,MEDIUM,2023-06-27
CUS-0392,Kuruvilla-Manne,SME,MANUFACTURING,Chennai,1466222.48,60,LOW,2021-10-28
CUS-0393,"Shanker, Sood and Gill",SME,BFSI,Chennai,1827973.23,45,LOW,2022-05-19
CUS-0394,Walla-Swaminathan,SME,PHARMA,Chennai,3391936.37,45,LOW,2022-02-03
CUS-0395,Tripathi-Borde,SME,PHARMA,Hyderabad,2950330.13,45,HIGH,2022-10-05
CUS-0396,"Babu, Devan and Ramakrishnan",ENTERPRISE,RETAIL,Chennai,6172833.55,45,MEDIUM,2022-11-13
CUS-0397,Aggarwal LLC,SME,MANUFACTURING,Hyderabad,4998225.86,60,LOW,2023-06-21
CUS-0398,Mukherjee-Patil,STARTUP,IT,Hyderabad,498556.82,30,LOW,2023-01-02
CUS-0399,Bumb-Srivastava,ENTERPRISE,BFSI,Hyderabad,31663377.91,60,HIGH,2025-04-01
CUS-0400,Bal-Mittal,SME,IT,Bangalore,1347051.49,45,MEDIUM,2021-06-02
CUS-0401,Narula-Naik,ENTERPRISE,IT,Chennai,6708368.35,45,LOW,2024-09-18
CUS-0402,Dada Inc,STARTUP,RETAIL,Chennai,386775.05,30,HIGH,2024-05-06
CUS-0403,Shenoy-Pall,ENTERPRISE,RETAIL,Chennai,36711335.38,45,LOW,2024-04-20
CUS-0404,Bala-Nair,SME,MANUFACTURING,Delhi,3137074.98,60,LOW,2024-08-25
CUS-0405,Bal Ltd,STARTUP,PHARMA,Hyderabad,487497.16,30,MEDIUM,2024-04-01
CUS-0406,"Om, Sharaf and Mital",SME,MANUFACTURING,Chennai,2202728.49,60,LOW,2024-02-06
CUS-0407,Sodhi Group,STARTUP,PHARMA,Hyderabad,486073.58,60,LOW,2022-09-15
CUS-0408,Ramaswamy-Parekh,ENTERPRISE,MANUFACTURING,Hyderabad,30449761.08,45,MEDIUM,2023-03-02
CUS-0409,Dey-Bansal,ENTERPRISE,RETAIL,Delhi,44839411.4,30,MEDIUM,2023-02-09
CUS-0410,"Sama, Kunda and Borde",ENTERPRISE,BFSI,Chennai,16229338.84,45,LOW,2024-11-06
CUS-0411,Padmanabhan LLC,SME,RETAIL,Bangalore,1248522.99,45,MEDIUM,2024-11-13
CUS-0412,Ratti-Maharaj,ENTERPRISE,MANUFACTURING,Delhi,26577016.27,30,MEDIUM,2023-06-21
CUS-0413,"Bora, Shroff and Golla",SME,RETAIL,Mumbai,590350.99,45,LOW,2021-08-07
CUS-0414,Buch-Murty,ENTERPRISE,PHARMA,Delhi,8375108.95,60,LOW,2021-08-29
CUS-0415,Kata Group,ENTERPRISE,BFSI,Hyderabad,47409901.61,30,LOW,2025-04-10
CUS-0416,"Narayan, Sarkar and Setty",STARTUP,RETAIL,Hyderabad,470229.44,30,LOW,2024-04-13
CUS-0417,Agarwal Ltd,ENTERPRISE,BFSI,Delhi,22680599.66,30,LOW,2024-04-17
CUS-0418,"Sheth, Borra and Modi",ENTERPRISE,MANUFACTURING,Hyderabad,34790910.17,30,LOW,2023-03-23
CUS-0419,Kale-Mandal,SME,RETAIL,Chennai,4031944.58,60,MEDIUM,2025-02-22
CUS-0420,Ahluwalia Inc,SME,RETAIL,Delhi,4484717.12,45,LOW,2022-07-20
CUS-0421,Chandran-Ram,ENTERPRISE,BFSI,Chennai,42668543.85,60,MEDIUM,2023-06-15
CUS-0422,Divan PLC,SME,IT,Bangalore,4868174.92,45,LOW,2024-05-23
CUS-0423,Roy LLC,STARTUP,RETAIL,Chennai,329085.72,45,LOW,2024-12-21
CUS-0424,Batra-Kumer,STARTUP,PHARMA,Mumbai,460182.02,30,MEDIUM,2023-08-24
CUS-0425,Sami-Wali,STARTUP,MANUFACTURING,Mumbai,166865.91,30,LOW,2023-07-09
CUS-0426,Zacharia Ltd,SME,PHARMA,Hyderabad,2459269.6,45,MEDIUM,2024-11-13
CUS-0427,Prabhu-Narasimhan,STARTUP,RETAIL,Hyderabad,255239.66,60,LOW,2024-05-23
CUS-0428,Jain PLC,SME,IT,Chennai,4039477.87,45,LOW,2023-11-28
CUS-0429,Raju-Kala,ENTERPRISE,BFSI,Bangalore,30496726.72,30,LOW,2022-04-29
CUS-0430,"Agrawal, Vaidya and Buch",SME,IT,Bangalore,4460611.03,60,LOW,2024-06-03
CUS-0431,Chakraborty-Dixit,SME,IT,Chennai,2313382.81,45,MEDIUM,2024-09-08
CUS-0432,"Agate, Hegde and Raja",STARTUP,RETAIL,Chennai,398299.93,45,HIGH,2021-10-24
CUS-0433,De Inc,STARTUP,BFSI,Mumbai,296647.69,30,MEDIUM,2024-10-21
CUS-0434,Desai LLC,SME,PHARMA,Chennai,3983139.05,30,MEDIUM,2022-07-31
CUS-0435,Karnik and Sons,SME,RETAIL,Chennai,2332266.62,60,LOW,2024-05-23
CUS-0436,Chandra PLC,SME,PHARMA,Bangalore,3693062.29,30,MEDIUM,2024-04-13
CUS-0437,Buch-Garde,ENTERPRISE,BFSI,Hyderabad,44383125.03,60,LOW,2024-11-19
CUS-0438,Mann LLC,ENTERPRISE,BFSI,Mumbai,21575836.74,45,HIGH,2022-09-17
CUS-0439,Bala-Zachariah,SME,RETAIL,Mumbai,4822341.7,45,LOW,2022-04-27
CUS-0440,"Bala, Rastogi and Karnik",SME,PHARMA,Mumbai,1782812.19,30,LOW,2021-06-13
CUS-0441,Barad LLC,SME,BFSI,Delhi,1710876.11,30,LOW,2022-12-26
CUS-0442,Goyal-Muni,SME,RETAIL,Hyderabad,538086.77,45,MEDIUM,2023-04-26
CUS-0443,Thaker-Date,STARTUP,PHARMA,Bangalore,187283.62,45,LOW,2022-10-11
CUS-0444,"Ramanathan, Basu and Dugar",SME,PHARMA,Bangalore,4997432.21,60,MEDIUM,2023-03-11
CUS-0445,"Ratta, Sahota and Ganesan",ENTERPRISE,RETAIL,Hyderabad,35798591.11,45,LOW,2025-05-02
CUS-0446,Bajwa-Jha,SME,MANUFACTURING,Chennai,3431599.11,60,LOW,2024-12-16
CUS-0447,Sangha-Krishnamurthy,SME,RETAIL,Hyderabad,1129682.79,45,LOW,2023-04-30
CUS-0448,Ahuja PLC,SME,RETAIL,Mumbai,3123606.66,60,MEDIUM,2022-09-24
CUS-0449,Badal-Dewan,SME,MANUFACTURING,Bangalore,4579369.27,30,LOW,2022-02-08
CUS-0450,"Comar, Dass and Mallick",ENTERPRISE,MANUFACTURING,Hyderabad,26185139.27,60,LOW,2024-11-16
CUS-0451,Dayal Inc,ENTERPRISE,RETAIL,Hyderabad,20987752.83,45,MEDIUM,2023-05-12
CUS-0452,Singh-Samra,SME,PHARMA,Bangalore,1030016.62,30,MEDIUM,2024-04-22
CUS-0453,"Bala, Badami and Wali",SME,IT,Chennai,1039171.72,30,LOW,2023-06-29
CUS-0454,Ahluwalia-Krishna,ENTERPRISE,IT,Mumbai,14013346.59,45,HIGH,2024-10-22
CUS-0455,"Venkatesh, Agate and Sarkar",STARTUP,RETAIL,Chennai,233051.78,30,HIGH,2022-11-17
CUS-0456,Bahri Group,SME,BFSI,Mumbai,3980940.22,60,LOW,2023-08-12
CUS-0457,Borra-Parsa,SME,PHARMA,Mumbai,2430614.52,60,LOW,2023-12-26
CUS-0458,Devan LLC,SME,BFSI,Mumbai,1949959.1,30,LOW,2024-11-09
CUS-0459,"Baral, Lata and Divan",SME,MANUFACTURING,Chennai,1080188.6,30,LOW,2022-07-18
CUS-0460,Zachariah-Chaudhry,ENTERPRISE,MANUFACTURING,Hyderabad,18087250.63,45,LOW,2025-02-06
CUS-0461,Savant-Wali,SME,MANUFACTURING,Mumbai,4766379.59,60,LOW,2022-07-03
CUS-0462,Suresh-Sankar,STARTUP,BFSI,Delhi,301853.42,60,LOW,2024-08-03
CUS-0463,Hans Group,ENTERPRISE,BFSI,Chennai,29063004.54,60,MEDIUM,2025-04-04
CUS-0464,Hans LLC,ENTERPRISE,MANUFACTURING,Chennai,24994143.0,45,MEDIUM,2021-09-23
CUS-0465,Rama PLC,SME,IT,Chennai,2841391.55,60,MEDIUM,2021-06-26
CUS-0466,"Kumer, Mody and Andra",SME,MANUFACTURING,Hyderabad,1013056.49,60,LOW,2023-11-16
CUS-0467,Chada LLC,STARTUP,MANUFACTURING,Delhi,164149.44,45,LOW,2023-09-08
CUS-0468,Tara-Gupta,ENTERPRISE,IT,Mumbai,5573723.06,30,LOW,2024-06-03
CUS-0469,Sankaran-Jhaveri,SME,IT,Hyderabad,3756093.12,45,MEDIUM,2024-12-31
CUS-0470,Dube and Sons,SME,RETAIL,Delhi,1286158.14,60,LOW,2023-08-10
CUS-0471,"Khanna, Mody and Parekh",ENTERPRISE,MANUFACTURING,Hyderabad,43306065.53,45,LOW,2025-03-25
CUS-0472,"Sabharwal, Date and Mall",STARTUP,RETAIL,Mumbai,393227.18,30,LOW,2023-03-13
CUS-0473,Ray-Sodhi,SME,IT,Mumbai,1723248.91,30,MEDIUM,2021-07-26
CUS-0474,Arya-Khanna,ENTERPRISE,PHARMA,Delhi,37688500.04,60,LOW,2021-11-01
CUS-0475,D’Alia LLC,SME,MANUFACTURING,Delhi,2208878.51,45,LOW,2021-12-31
CUS-0476,Swamy-Garde,ENTERPRISE,PHARMA,Bangalore,23507791.87,60,LOW,2023-07-07
CUS-0477,Mohan and Sons,SME,PHARMA,Chennai,3514299.61,45,LOW,2022-06-16
CUS-0478,"Suri, Lad and Mital",SME,PHARMA,Bangalore,2055872.69,30,LOW,2024-08-12
CUS-0479,"Hayre, Balakrishnan and Chhabra",ENTERPRISE,MANUFACTURING,Chennai,47046713.92,45,LOW,2023-03-17
CUS-0480,"Mann, Khurana and Nagar",SME,IT,Delhi,1751707.09,30,LOW,2022-10-31
CUS-0481,Nigam-Om,ENTERPRISE,RETAIL,Chennai,24988499.44,45,LOW,2023-10-23
CUS-0482,"Sur, Batra and Lall",SME,BFSI,Bangalore,2315478.47,60,LOW,2024-01-12
CUS-0483,Bath-Sandhu,SME,RETAIL,Hyderabad,3030496.57,30,LOW,2025-05-13
CUS-0484,Nori Ltd,STARTUP,RETAIL,Delhi,406966.56,30,LOW,2023-08-25
CUS-0485,Buch-Sampath,ENTERPRISE,RETAIL,Bangalore,34650961.42,60,MEDIUM,2024-06-12
CUS-0486,Chakrabarti LLC,SME,IT,Chennai,4535947.03,45,MEDIUM,2021-08-21
CUS-0487,"Dhaliwal, Dugar and Sundaram",SME,MANUFACTURING,Hyderabad,4685973.17,30,LOW,2024-01-14
CUS-0488,"Kulkarni, Ray and Sahni",SME,IT,Delhi,3349582.1,60,LOW,2021-08-07
CUS-0489,Sundaram-Ganguly,SME,PHARMA,Delhi,4837346.4,60,MEDIUM,2023-08-07
CUS-0490,"Bhatt, Ravel and Devan",SME,MANUFACTURING,Chennai,4645230.41,45,LOW,2024-03-26
CUS-0491,Gupta Inc,SME,PHARMA,Mumbai,1948296.93,45,LOW,2023-06-22
CUS-0492,Basu and Sons,SME,PHARMA,Bangalore,1823780.94,45,LOW,2021-08-02
CUS-0493,"Dhaliwal, Sastry and Korpal",STARTUP,MANUFACTURING,Mumbai,394727.46,30,LOW,2025-03-20
CUS-0494,"Batta, Dugar and Mittal",SME,MANUFACTURING,Bangalore,2053821.11,60,HIGH,2024-12-12
CUS-0495,Rau-Nanda,SME,PHARMA,Delhi,1019323.64,60,LOW,2022-12-01
CUS-0496,"Sabharwal, Majumdar and Tara",SME,PHARMA,Chennai,1786675.91,30,MEDIUM,2023-05-17
CUS-0497,Batta PLC,SME,RETAIL,Hyderabad,754721.48,30,MEDIUM,2024-11-28
CUS-0498,Kashyap-Gour,STARTUP,IT,Chennai,401437.58,60,LOW,2025-04-30
CUS-0499,Kumar-Mangat,STARTUP,MANUFACTURING,Bangalore,396965.09,60,LOW,2024-04-28
CUS-0500,Sunder-Warrior,ENTERPRISE,RETAIL,Bangalore,34902210.59,30,HIGH,2023-04-19
