invoice_id,customer_id,invoice_date,due_date,payment_date,invoice_amount,paid_amount,outstanding_amount,days_overdue,aging_bucket,invoice_status,product_category,region
INV-02884,CUS-0426,2022-07-01,2022-08-15,,2408.13,766.82,1641.31,594,90+,PARTIAL,MAINTENANCE,WEST
INV-02885,CUS-0384,2024-03-20,2024-05-04,2024-05-04,4991.94,4991.94,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02886,CUS-0444,2023-03-31,2023-05-30,,9194.0,3858.14,5335.86,306,90+,PARTIAL,HARDWARE,NORTH
INV-02887,CUS-0033,2022-08-13,2022-09-12,2022-09-11,5345.84,5345.84,0.0,0,PAID,PAID,SERVICES,NORTH
INV-02888,CUS-0412,2024-01-15,2024-02-14,2024-02-14,2816.21,2816.21,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-02889,CUS-0372,2023-05-21,2023-06-20,2023-06-16,762.59,762.59,0.0,0,PAID,PAID,HARDWARE,EAST
INV-02890,CUS-0492,2023-05-03,2023-06-17,2023-06-13,4340.14,4340.14,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-02891,CUS-0335,2023-04-25,2023-06-24,2023-06-19,21708.79,21708.79,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-02892,CUS-0228,2022-05-22,2022-07-21,2022-07-21,100192.23,100192.23,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-02893,CUS-0255,2023-08-26,2023-10-10,2023-11-01,1689.03,1689.03,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-02894,CUS-0048,2023-02-09,2023-04-10,2023-04-06,22372.7,22372.7,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-02895,CUS-0386,2023-03-21,2023-05-20,2023-05-20,1792.18,1792.18,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-02896,CUS-0249,2024-01-26,2024-02-25,2024-02-24,1907.16,1907.16,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-02897,CUS-0222,2024-02-08,2024-04-08,2024-04-03,2944.46,2944.46,0.0,0,PAID,PAID,SERVICES,WEST
INV-02898,CUS-0111,2024-03-12,2024-04-26,2024-04-24,671.26,671.26,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02899,CUS-0398,2022-08-11,2022-09-10,2022-09-13,90.74,90.74,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-02900,CUS-0055,2023-08-29,2023-10-13,2023-10-13,3498.53,3498.53,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-02901,CUS-0307,2022-09-15,2022-11-14,2022-11-14,1203.64,1203.64,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-02902,CUS-0376,2022-10-13,2022-11-27,2022-11-26,244.89,244.89,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02903,CUS-0233,2022-07-22,2022-08-21,2022-08-17,4122.14,4122.14,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-02904,CUS-0371,2023-05-11,2023-06-10,2023-06-09,29288.41,29288.41,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-02905,CUS-0367,2023-06-08,2023-07-08,2023-07-08,11443.55,11443.55,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-02906,CUS-0035,2022-10-22,2022-12-06,,14506.0,6478.04,8027.96,481,90+,PARTIAL,SOFTWARE,NORTH
INV-02907,CUS-0483,2022-10-04,2022-11-03,2022-11-01,702.59,702.59,0.0,0,PAID,PAID,SERVICES,EAST
INV-02908,CUS-0345,2022-07-07,2022-09-05,2022-09-05,14380.17,14380.17,0.0,0,PAID,PAID,SERVICES,WEST
INV-02909,CUS-0409,2022-04-18,2022-05-18,2022-05-14,8269.69,8269.69,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-02910,CUS-0145,2023-09-11,2023-11-10,2023-11-10,13989.77,13989.77,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02911,CUS-0223,2024-02-16,2024-04-16,2024-04-24,108638.25,108638.25,0.0,0,PAID,PAID,SERVICES,WEST
INV-02912,CUS-0322,2023-08-18,2023-10-02,,29644.57,0.0,29644.57,181,90+,OVERDUE,MAINTENANCE,SOUTH
INV-02913,CUS-0257,2022-05-19,2022-06-18,2022-06-17,1261.68,1261.68,0.0,0,PAID,PAID,SERVICES,WEST
INV-02914,CUS-0161,2022-10-04,2022-12-03,2022-11-29,1356.5,1356.5,0.0,0,PAID,PAID,SERVICES,EAST
INV-02915,CUS-0209,2024-02-23,2024-03-24,2024-03-21,418.67,418.67,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-02916,CUS-0484,2023-04-18,2023-05-18,2023-05-17,361.99,361.99,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-02917,CUS-0297,2022-11-22,2023-01-06,2023-01-02,1967.31,1967.31,0.0,0,PAID,PAID,SERVICES,NORTH
INV-02918,CUS-0038,2023-05-30,2023-06-29,2023-06-27,2610.77,2610.77,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02919,CUS-0119,2023-07-24,2023-08-23,2023-08-23,2036.14,2036.14,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-02920,CUS-0030,2023-12-10,2024-01-09,,12773.75,0.0,12773.75,82,61-90,OVERDUE,HARDWARE,EAST
INV-02921,CUS-0139,2023-04-04,2023-05-19,2023-05-19,3408.02,3408.02,0.0,0,PAID,PAID,HARDWARE,EAST
INV-02922,CUS-0422,2022-08-01,2022-09-15,2022-10-13,15779.86,15779.86,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-02923,CUS-0060,2023-07-27,2023-08-26,2023-08-26,4440.41,4440.41,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-02924,CUS-0288,2023-01-15,2023-03-16,2023-03-11,10028.74,10028.74,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02925,CUS-0327,2023-05-21,2023-06-20,2023-06-15,17197.04,17197.04,0.0,0,PAID,PAID,HARDWARE,EAST
INV-02926,CUS-0336,2023-12-27,2024-02-10,2024-02-18,5058.13,5058.13,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-02927,CUS-0342,2023-12-30,2024-02-28,2024-02-24,1110.15,1110.15,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-02928,CUS-0089,2023-08-09,2023-10-08,2023-10-06,31241.04,31241.04,0.0,0,PAID,PAID,SERVICES,WEST
INV-02929,CUS-0409,2022-06-30,2022-07-30,2022-07-25,6846.3,6846.3,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-02930,CUS-0260,2023-09-13,2023-10-28,2023-10-26,6497.11,6497.11,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-02931,CUS-0201,2022-12-04,2023-01-18,2023-01-16,1446.56,1446.56,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-02932,CUS-0009,2022-09-15,2022-10-15,2022-11-06,15062.16,15062.16,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-02933,CUS-0223,2022-07-23,2022-09-21,2022-09-19,3674.75,3674.75,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-02934,CUS-0384,2022-11-19,2023-01-03,2023-01-02,30667.65,30667.65,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-02935,CUS-0342,2022-11-25,2023-01-24,2023-01-21,1492.0,1492.0,0.0,0,PAID,PAID,SERVICES,WEST
INV-02936,CUS-0093,2022-11-07,2022-12-22,2023-01-06,6522.8,6522.8,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-02937,CUS-0120,2024-03-13,2024-04-27,2024-05-27,1769.39,1769.39,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-02938,CUS-0247,2023-07-15,2023-08-14,2023-08-13,7914.24,7914.24,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-02939,CUS-0191,2022-06-18,2022-07-18,2022-08-05,18776.42,18776.42,0.0,0,PAID,PAID,HARDWARE,EAST
INV-02940,CUS-0185,2022-07-08,2022-09-06,2022-09-03,936.39,936.39,0.0,0,PAID,PAID,SERVICES,NORTH
INV-02941,CUS-0068,2023-02-27,2023-04-13,2023-04-09,3158.62,3158.62,0.0,0,PAID,PAID,SERVICES,EAST
INV-02942,CUS-0305,2022-10-13,2022-11-27,2022-11-24,3512.41,3512.41,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-02943,CUS-0172,2022-07-10,2022-08-24,2022-08-24,11197.8,11197.8,0.0,0,PAID,PAID,HARDWARE,EAST
INV-02944,CUS-0171,2024-01-02,2024-02-16,2024-02-13,2227.93,2227.93,0.0,0,PAID,PAID,SERVICES,NORTH
INV-02945,CUS-0156,2023-03-20,2023-05-19,2023-05-23,2642.54,2642.54,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02946,CUS-0304,2023-04-11,2023-05-11,2023-05-08,1229.26,1229.26,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02947,CUS-0389,2023-01-27,2023-02-26,2023-02-24,668.08,668.08,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-02948,CUS-0355,2022-12-20,2023-01-19,2023-01-25,1889.8,1889.8,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-02949,CUS-0098,2023-11-27,2023-12-27,2023-12-25,899.92,899.92,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-02950,CUS-0037,2022-08-29,2022-09-28,2022-10-01,396.51,396.51,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-02951,CUS-0142,2023-01-14,2023-02-13,,9727.91,3627.5,6100.41,412,90+,PARTIAL,SERVICES,EAST
INV-02952,CUS-0161,2022-12-03,2023-02-01,2023-02-03,8218.11,8218.11,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-02953,CUS-0087,2023-08-15,2023-09-14,2023-09-09,8260.59,8260.59,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02954,CUS-0057,2022-08-31,2022-09-30,2022-09-29,178.51,178.51,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-02955,CUS-0462,2023-07-20,2023-09-18,2023-09-14,639.29,639.29,0.0,0,PAID,PAID,SERVICES,NORTH
INV-02956,CUS-0037,2024-03-02,2024-04-01,2024-03-29,1967.41,1967.41,0.0,0,PAID,PAID,HARDWARE,WEST
INV-02957,CUS-0206,2023-07-11,2023-08-25,,144511.24,70157.06,74354.18,219,90+,PARTIAL,HARDWARE,EAST
INV-02958,CUS-0223,2022-10-25,2022-12-24,2023-01-12,24850.05,24850.05,0.0,0,PAID,PAID,SERVICES,NORTH
INV-02959,CUS-0417,2023-04-05,2023-05-05,2023-05-05,39327.2,39327.2,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02960,CUS-0040,2022-05-10,2022-06-24,2022-06-19,3908.24,3908.24,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-02961,CUS-0206,2023-09-06,2023-10-21,2023-10-17,8466.51,8466.51,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02962,CUS-0371,2023-12-29,2024-01-28,2024-01-28,36331.35,36331.35,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-02963,CUS-0262,2024-03-29,2024-05-28,2024-05-23,1870.81,1870.81,0.0,0,PAID,PAID,SERVICES,NORTH
INV-02964,CUS-0287,2023-01-31,2023-04-01,2023-03-27,6696.03,6696.03,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-02965,CUS-0197,2022-04-06,2022-05-06,2022-05-26,21075.81,21075.81,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-02966,CUS-0078,2023-01-26,2023-03-12,2023-03-11,2270.44,2270.44,0.0,0,PAID,PAID,SERVICES,EAST
INV-02967,CUS-0371,2023-12-19,2024-01-18,2024-01-15,10596.8,10596.8,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02968,CUS-0079,2023-05-15,2023-06-14,2023-06-11,669.99,669.99,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02969,CUS-0253,2024-02-11,2024-03-27,2024-03-23,1802.99,1802.99,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02970,CUS-0233,2023-03-19,2023-04-18,2023-04-15,2223.13,2223.13,0.0,0,PAID,PAID,SERVICES,NORTH
INV-02971,CUS-0289,2023-11-03,2023-12-03,,1198.31,0.0,1198.31,119,90+,OVERDUE,SERVICES,SOUTH
INV-02972,CUS-0453,2023-05-25,2023-06-24,2023-06-23,1494.33,1494.33,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-02973,CUS-0217,2022-07-05,2022-09-03,2022-09-01,405.38,405.38,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-02974,CUS-0465,2022-06-13,2022-08-12,2022-08-09,16277.69,16277.69,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-02975,CUS-0330,2023-04-30,2023-06-29,2023-06-28,7912.72,7912.72,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-02976,CUS-0206,2024-02-29,2024-04-14,2024-04-13,1626.96,1626.96,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-02977,CUS-0295,2023-04-24,2023-06-08,2023-06-05,5124.86,5124.86,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-02978,CUS-0489,2022-09-09,2022-11-08,2022-11-06,1935.49,1935.49,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-02979,CUS-0083,2022-12-28,2023-01-27,2023-02-15,40871.38,40871.38,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-02980,CUS-0029,2024-03-17,2024-05-01,2024-05-01,8606.75,8606.75,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02981,CUS-0376,2023-03-28,2023-05-12,2023-05-07,2768.46,2768.46,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-02982,CUS-0322,2022-05-23,2022-07-07,2022-07-02,2969.33,2969.33,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-02983,CUS-0103,2023-01-27,2023-03-13,2023-03-13,7971.14,7971.14,0.0,0,PAID,PAID,HARDWARE,WEST
INV-02984,CUS-0412,2023-03-05,2023-04-04,2023-04-03,5880.53,5880.53,0.0,0,PAID,PAID,HARDWARE,EAST
INV-02985,CUS-0461,2022-06-13,2022-08-12,,2991.66,2002.65,989.01,597,90+,PARTIAL,MAINTENANCE,EAST
INV-02986,CUS-0404,2023-10-09,2023-12-08,2023-12-04,3079.32,3079.32,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-02987,CUS-0391,2023-05-20,2023-07-04,2023-06-30,2086.06,2086.06,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-02988,CUS-0265,2023-05-16,2023-06-30,2023-06-29,12469.53,12469.53,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-02989,CUS-0279,2023-03-17,2023-05-01,2023-04-26,3091.86,3091.86,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-02990,CUS-0111,2023-12-19,2024-02-02,2024-02-01,5233.94,5233.94,0.0,0,PAID,PAID,HARDWARE,EAST
INV-02991,CUS-0291,2024-01-20,2024-03-20,,36964.19,0.0,36964.19,11,CURRENT,OVERDUE,HARDWARE,SOUTH
INV-02992,CUS-0107,2022-08-06,2022-09-20,2022-09-17,1411.0,1411.0,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-02993,CUS-0414,2022-04-06,2022-06-05,2022-06-04,7124.17,7124.17,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-02994,CUS-0308,2022-12-30,2023-02-13,2023-02-12,20538.73,20538.73,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-02995,CUS-0141,2023-12-08,2024-02-06,2024-02-02,11996.99,11996.99,0.0,0,PAID,PAID,HARDWARE,WEST
INV-02996,CUS-0120,2023-02-18,2023-04-04,2023-03-31,1729.26,1729.26,0.0,0,PAID,PAID,HARDWARE,WEST
INV-02997,CUS-0328,2024-01-03,2024-02-17,2024-02-13,4715.91,4715.91,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-02998,CUS-0078,2024-01-19,2024-03-04,2024-02-29,9811.72,9811.72,0.0,0,PAID,PAID,HARDWARE,EAST
INV-02999,CUS-0499,2023-04-05,2023-06-04,2023-06-01,547.18,547.18,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-03000,CUS-0111,2023-09-25,2023-11-09,2023-11-11,1835.97,1835.97,0.0,0,PAID,PAID,HARDWARE,EAST
INV-03001,CUS-0404,2022-10-25,2022-12-24,2022-12-19,4438.99,4438.99,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-03002,CUS-0185,2024-01-20,2024-03-20,2024-03-25,5885.83,5885.83,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-03003,CUS-0282,2023-02-21,2023-04-22,2023-04-20,5821.74,5821.74,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-03004,CUS-0175,2023-10-03,2023-12-02,2023-11-29,1345.69,1345.69,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-03005,CUS-0278,2023-02-09,2023-03-26,2023-03-25,3486.72,3486.72,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-03006,CUS-0263,2024-02-28,2024-04-28,2024-04-27,979.75,979.75,0.0,0,PAID,PAID,HARDWARE,EAST
INV-03007,CUS-0490,2022-06-04,2022-07-19,2022-07-16,924.06,924.06,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-03008,CUS-0019,2022-05-12,2022-06-11,,2096.37,0.0,2096.37,659,90+,OVERDUE,HARDWARE,NORTH
INV-03009,CUS-0250,2023-11-16,2023-12-16,2023-12-14,38209.39,38209.39,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-03010,CUS-0193,2023-07-20,2023-09-03,,8067.71,4791.53,3276.18,210,90+,PARTIAL,SOFTWARE,NORTH
INV-03011,CUS-0207,2023-12-11,2024-02-09,2024-02-09,8472.65,8472.65,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-03012,CUS-0368,2024-03-06,2024-04-20,2024-04-25,1475.61,1475.61,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-03013,CUS-0352,2022-12-18,2023-02-16,,837.57,293.88,543.69,409,90+,PARTIAL,HARDWARE,SOUTH
INV-03014,CUS-0441,2023-09-19,2023-10-19,2023-10-18,1181.67,1181.67,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-03015,CUS-0445,2023-06-11,2023-07-26,2023-07-26,11398.2,11398.2,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-03016,CUS-0153,2024-02-02,2024-04-02,2024-03-28,6185.44,6185.44,0.0,0,PAID,PAID,HARDWARE,EAST
INV-03017,CUS-0018,2023-11-06,2023-12-06,,5028.2,0.0,5028.2,116,90+,OVERDUE,MAINTENANCE,WEST
INV-03018,CUS-0020,2022-07-04,2022-09-02,2022-08-30,2932.17,2932.17,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-03019,CUS-0335,2023-01-07,2023-03-08,2023-03-03,4894.43,4894.43,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-03020,CUS-0485,2023-06-19,2023-08-18,2023-08-13,2899.68,2899.68,0.0,0,PAID,PAID,HARDWARE,WEST
INV-03021,CUS-0083,2024-03-30,2024-04-29,2024-04-25,47344.61,47344.61,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-03022,CUS-0250,2024-03-26,2024-04-25,2024-04-25,10319.2,10319.2,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-03023,CUS-0438,2022-07-08,2022-08-22,2022-08-19,16666.6,16666.6,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-03024,CUS-0418,2023-10-18,2023-11-17,2023-11-16,13454.28,13454.28,0.0,0,PAID,PAID,HARDWARE,WEST
INV-03025,CUS-0492,2022-07-16,2022-08-30,2022-08-30,837.03,837.03,0.0,0,PAID,PAID,SERVICES,WEST
INV-03026,CUS-0350,2023-04-03,2023-06-02,,13953.71,0.0,13953.71,303,90+,OVERDUE,MAINTENANCE,WEST
INV-03027,CUS-0024,2022-07-04,2022-08-18,2022-08-18,1206.01,1206.01,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-03028,CUS-0472,2023-01-17,2023-02-16,2023-02-19,347.08,347.08,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-03029,CUS-0477,2022-06-08,2022-07-23,2022-07-19,5762.47,5762.47,0.0,0,PAID,PAID,SERVICES,EAST
INV-03030,CUS-0124,2023-12-14,2024-01-28,2024-01-25,1811.21,1811.21,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-03031,CUS-0325,2023-04-16,2023-05-16,2023-05-12,5162.2,5162.2,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-03032,CUS-0044,2022-09-07,2022-10-07,2022-10-05,2058.19,2058.19,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-03033,CUS-0032,2022-11-22,2023-01-21,2023-01-20,2084.15,2084.15,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-03034,CUS-0497,2023-08-14,2023-09-13,,4799.04,1665.21,3133.83,200,90+,PARTIAL,SERVICES,SOUTH
INV-03035,CUS-0310,2024-02-21,2024-04-06,2024-04-03,13122.91,13122.91,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-03036,CUS-0208,2023-05-14,2023-07-13,2023-07-18,2044.6,2044.6,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-03037,CUS-0492,2024-03-18,2024-05-02,2024-05-22,3237.42,3237.42,0.0,0,PAID,PAID,HARDWARE,WEST
INV-03038,CUS-0444,2024-02-16,2024-04-16,2024-05-10,2288.12,2288.12,0.0,0,PAID,PAID,SERVICES,NORTH
INV-03039,CUS-0314,2023-09-02,2023-11-01,2023-11-08,743.7,743.7,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-03040,CUS-0446,2023-03-21,2023-05-20,2023-05-18,1539.97,1539.97,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-03041,CUS-0063,2022-07-05,2022-08-19,2022-08-17,17867.73,17867.73,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-03042,CUS-0009,2023-07-04,2023-08-03,2023-08-02,3188.88,3188.88,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-03043,CUS-0499,2023-06-09,2023-08-08,2023-08-06,644.29,644.29,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-03044,CUS-0079,2023-11-29,2023-12-29,2023-12-24,1777.29,1777.29,0.0,0,PAID,PAID,SERVICES,EAST
INV-03045,CUS-0479,2023-09-04,2023-10-19,2023-10-16,46834.52,46834.52,0.0,0,PAID,PAID,SERVICES,WEST
INV-03046,CUS-0446,2023-12-05,2024-02-03,2024-01-31,7264.53,7264.53,0.0,0,PAID,PAID,SERVICES,EAST
INV-03047,CUS-0102,2023-12-29,2024-02-27,2024-02-26,215.62,215.62,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-03048,CUS-0470,2022-09-20,2022-11-19,,5654.37,0.0,5654.37,498,90+,OVERDUE,SERVICES,WEST
INV-03049,CUS-0078,2023-04-17,2023-06-01,2023-05-27,12365.46,12365.46,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-03050,CUS-0261,2022-12-21,2023-02-19,2023-02-17,3513.66,3513.66,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-03051,CUS-0037,2022-07-17,2022-08-16,2022-08-14,2537.32,2537.32,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-03052,CUS-0338,2022-04-25,2022-06-24,2022-07-24,15270.55,15270.55,0.0,0,PAID,PAID,SERVICES,NORTH
INV-03053,CUS-0184,2023-11-20,2024-01-04,2024-01-01,3348.64,3348.64,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-03054,CUS-0185,2023-01-23,2023-03-24,2023-04-06,6624.58,6624.58,0.0,0,PAID,PAID,SERVICES,WEST
INV-03055,CUS-0496,2022-06-14,2022-07-14,2022-07-13,11343.6,11343.6,0.0,0,PAID,PAID,HARDWARE,WEST
INV-03056,CUS-0127,2023-11-28,2024-01-12,2024-01-10,11651.68,11651.68,0.0,0,PAID,PAID,HARDWARE,EAST
INV-03057,CUS-0427,2022-04-10,2022-06-09,2022-06-07,5049.84,5049.84,0.0,0,PAID,PAID,HARDWARE,EAST
INV-03058,CUS-0070,2024-03-06,2024-04-05,2024-04-04,7105.19,7105.19,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-03059,CUS-0312,2022-09-16,2022-10-31,2022-10-29,25069.9,25069.9,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-03060,CUS-0356,2023-12-12,2024-01-26,2024-02-03,11056.08,11056.08,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-03061,CUS-0354,2022-05-18,2022-06-17,,6781.8,0.0,6781.8,653,90+,OVERDUE,HARDWARE,NORTH
INV-03062,CUS-0214,2022-05-18,2022-06-17,2022-06-12,1069.05,1069.05,0.0,0,PAID,PAID,HARDWARE,WEST
INV-03063,CUS-0312,2023-07-22,2023-09-05,2023-09-10,34196.76,34196.76,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-03064,CUS-0491,2023-02-10,2023-03-27,2023-03-24,5804.34,5804.34,0.0,0,PAID,PAID,HARDWARE,EAST
INV-03065,CUS-0424,2023-10-28,2023-11-27,2023-11-25,687.18,687.18,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-03066,CUS-0490,2023-04-19,2023-06-03,2023-06-20,7776.85,7776.85,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-03067,CUS-0304,2023-02-12,2023-03-14,2023-03-09,783.02,783.02,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-03068,CUS-0086,2024-01-17,2024-03-17,2024-03-12,3017.43,3017.43,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-03069,CUS-0087,2022-12-09,2023-01-08,2023-01-03,6485.17,6485.17,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-03070,CUS-0105,2024-02-27,2024-04-12,2024-04-11,2470.91,2470.91,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-03071,CUS-0042,2023-05-31,2023-07-30,2023-07-29,16405.61,16405.61,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-03072,CUS-0233,2023-12-17,2024-01-16,2024-01-16,501.35,501.35,0.0,0,PAID,PAID,HARDWARE,EAST
INV-03073,CUS-0043,2023-05-06,2023-06-05,,27346.83,18403.64,8943.19,300,90+,PARTIAL,HARDWARE,NORTH
INV-03074,CUS-0061,2023-05-09,2023-07-08,,1451.72,0.0,1451.72,267,90+,OVERDUE,SERVICES,EAST
INV-03075,CUS-0395,2022-12-10,2023-01-24,,33503.0,18872.71,14630.29,432,90+,PARTIAL,HARDWARE,NORTH
INV-03076,CUS-0400,2022-06-17,2022-08-01,2022-07-31,3086.58,3086.58,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-03077,CUS-0188,2023-06-27,2023-08-11,2023-08-10,1186.82,1186.82,0.0,0,PAID,PAID,SERVICES,WEST
INV-03078,CUS-0475,2022-12-19,2023-02-02,2023-02-02,1561.76,1561.76,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-03079,CUS-0019,2022-12-29,2023-01-28,2023-02-04,58662.09,58662.09,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-03080,CUS-0490,2023-04-16,2023-05-31,,711.44,0.0,711.44,305,90+,OVERDUE,HARDWARE,SOUTH
INV-03081,CUS-0076,2023-12-15,2024-02-13,2024-02-10,6884.04,6884.04,0.0,0,PAID,PAID,SERVICES,EAST
INV-03082,CUS-0223,2024-03-08,2024-05-07,2024-05-04,19038.26,19038.26,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-03083,CUS-0136,2023-04-19,2023-06-03,2023-05-29,5526.61,5526.61,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
